entry,section,name,value,id,count,total_ns,average_ns,min_ns,max_ns,percent,selected,entries,resumes,terminals,module,kind,completed,unwound,return_type,args,bytes,max_bytes,high_water,status
rexxcps-noopt,status,instructions,complete,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,status,procedures,complete,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,status,allocations,complete,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,status,call_census,complete,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,status,frame_entry,complete,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,status,value_operations,complete,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,status,branch_sites,complete,,0,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,value_operation,copy,empty,,20,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,copy,scalar,,807,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,copy,string,,260,0,0,0,0,0,,,,,,,,,,,1730,14,,complete
rexxcps-noopt,value_operation,copy,object,,32,0,0,0,0,0,,,,,,,,,,,2152,216,,complete
rexxcps-noopt,value_operation,string_copy,scalar,,560307,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,string_copy,string,,7845880,0,0,0,0,0,,,,,,,,,,,86537992,56,,complete
rexxcps-noopt,value_operation,string_copy,compound,,1379998,0,0,0,0,0,,,,,,,,,,,66399908,51,,complete
rexxcps-noopt,value_operation,decimal_copy,decimal,,2780000,0,0,0,0,0,,,,,,,,,,,122320000,44,,complete
rexxcps-noopt,value_operation,integer_copy,scalar,,843874,0,0,0,0,0,,,,,,,,,,,6750992,8,,complete
rexxcps-noopt,value_operation,float_copy,scalar,,403,0,0,0,0,0,,,,,,,,,,,3224,8,,complete
rexxcps-noopt,value_operation,move,empty,,200,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,move,scalar,,560399,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,move,string,,2520923,0,0,0,0,0,,,,,,,,,,,11484879,56,,complete
rexxcps-noopt,value_operation,move,object,,2,0,0,0,0,0,,,,,,,,,,,64,32,,complete
rexxcps-noopt,value_operation,clear_contents,empty,,704,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,clear_contents,scalar,,728,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,clear_contents,string,,2240890,0,0,0,0,0,,,,,,,,,,,8225593,60,,complete
rexxcps-noopt,value_operation,clear_contents,decimal,,1,0,0,0,0,0,,,,,,,,,,,44,44,,complete
rexxcps-noopt,value_operation,clear_contents,object,,9,0,0,0,0,0,,,,,,,,,,,728,216,,complete
rexxcps-noopt,value_operation,clear_contents,compound,,840014,0,0,0,0,0,,,,,,,,,,,42103308,1368,,complete
rexxcps-noopt,value_operation,reset_reuse,empty,,2,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,reset_reuse,string,,105,0,0,0,0,0,,,,,,,,,,,685,14,,complete
rexxcps-noopt,value_operation,destroy,empty,,535,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,destroy,scalar,,728,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,destroy,string,,2240890,0,0,0,0,0,,,,,,,,,,,8225593,60,,complete
rexxcps-noopt,value_operation,destroy,decimal,,1,0,0,0,0,0,,,,,,,,,,,44,44,,complete
rexxcps-noopt,value_operation,destroy,object,,9,0,0,0,0,0,,,,,,,,,,,728,216,,complete
rexxcps-noopt,value_operation,destroy,compound,,840014,0,0,0,0,0,,,,,,,,,,,42103308,1368,,complete
rexxcps-noopt,value_operation,clear,empty,,254,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,clear,scalar,,120,0,0,0,0,0,,,,,,,,,,,0,0,,complete
rexxcps-noopt,value_operation,clear,string,,114,0,0,0,0,0,,,,,,,,,,,945,56,,complete
rexxcps-noopt,value_operation,clear,decimal,,1,0,0,0,0,0,,,,,,,,,,,44,44,,complete
rexxcps-noopt,value_operation,clear,object,,5,0,0,0,0,0,,,,,,,,,,,488,216,,complete
rexxcps-noopt,value_operation,clear,compound,,15,0,0,0,0,0,,,,,,,,,,,3361,1368,,complete
rexxcps-noopt,frame_entry,local_relink,fresh,446,24,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,frame_entry,local_relink,reused,30832727,3362919,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,frame_entry,global_relink,fresh,74,24,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,frame_entry,global_relink,reused,849973,3362919,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,frame_entry,argument_count_reset,fresh,24,24,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,frame_entry,argument_count_reset,reused,3362919,3362919,0,0,0,0,0,,,,,,,,,,,,,,complete
rexxcps-noopt,frame_entry,inherited_context,fresh,23,23,0,0,0,0,0,,,,,,,,,,,,,,complete
