rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,5664400,34,1,4,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R40;r2=R41;r3=R42;r4=R43","benchmark_rexxcps_levelb_noopt",545
197,416,1,1,8,candidate,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2) | BRTPANDT_ID_REG_INT(c3,r2,c4) | LOAD_REG_STRING(r3,c5)","r1=R25;c1=string@326760;c2=int:0;c3=label@38;r2=R26;c4=int:256;r3=R0;c5=string@146696","strip",20
198,416,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r2,c2) | BRF_ID_REG(c3,r4)","r1=R11;c1=string@6848;r2=R10;r3=R25;r4=R18;c2=int:0;c3=label@84","strip",68
199,416,1,1,7,candidate,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r3,r4,c2) | BRT_ID_REG(c3,r3)","r1=R19;r2=R2;c1=label@224;r3=R20;r4=R9;c2=int:76;c3=label@171","strip",154
200,416,1,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | GETANDTP_REG_REG_INT(r5,r6,c1) | LOAD_REG_STRING(r7,c2) | LOAD_REG_INT(r8,c3)","r1=R5;r2=R12;r3=R13;r4=R17;r5=R2;r6=R0;c1=int:256;r7=R7;c2=string@6848;r8=R14;c3=int:0","strip",53
201,416,1,1,7,candidate,"SETTP_REG_INT(r1,c1) | BRTPANDT_ID_REG_INT(c2,r2,c3) | LOAD_REG_STRING(r3,c4) | SETTP_REG_INT(r3,c1)","r1=R25;c1=int:0;c2=label@38;r2=R26;c3=int:256;r3=R0;c4=string@146696","strip",23
202,416,1,1,7,candidate,"STRCHAR_REG_REG_REG(r1,r2,r3) | INE_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4) | INE_REG_REG_INT(r4,r1,c3)","r1=R9;r2=R7;r3=R14;r4=R18;c1=int:76;c2=label@102;c3=int:84","strip",87
203,416,1,1,7,candidate,"STRUPPER_REG_REG(r1,r2) | STRCHAR_REG_REG_REG(r3,r1,r4) | INE_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R7;r2=R25;r3=R9;r4=R14;r5=R18;c1=int:76;c2=label@102","strip",84
204,407,9,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c3,r1)","r1=R4;c1=int:0;r2=R25;c2=int:12;c3=int:9","trace",9623
205,406,8,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R5;r2=R25;c1=int:13;r3=R4;c2=int:-1","trace",9652
206,406,8,1,5,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2)","r1=R5;r2=R4;c1=int:-1;r3=R25;c2=int:11","trace",9656
207,403,5,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_STRING(r2,c4)","r1=R25;c1=int:12;r2=R4;c2=int:0;c3=int:9;c4=string@318464","trace",9626
208,402,2,2,8,candidate,"BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4) | INE_REG_REG_INT(r5,r2,c2) | BRF_ID_REG(c3,r5)","c1=label@816;r1=R59;r2=R49;r3=R47;r4=R55;r5=R60;c2=int:57;c3=label@810","_typedformat",794
209,401,2,2,9,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | LOAD_REG_INT(r7,c2)","r1=R49;r2=R48;r3=R57;r4=R47;r5=R20;r6=R56;c1=string@6848;r7=R58;c2=int:48","_typedformat",770
210,401,2,2,7,candidate,"STRCHAR_REG_REG_REG(r1,r2,r3) | INE_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4) | BR_ID(c3)","r1=R49;r2=R47;r3=R55;r4=R60;c1=int:57;c2=label@810;c3=label@816","_typedformat",797
211,400,1,1,5,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ICOPY_REG_REG(r1,r2) | BR_ID(c3)","c1=label@13191;r1=R29;r2=R28;c2=int:0;c3=label@13202","trace",13180
212,400,1,1,6,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_INT(r1,c3) | SETTP_REG_INT(r1,c4) | ILT_REG_REG_INT(r2,r1,c3)","c1=label@14;r1=R8;c2=int:256;c3=int:1;c4=int:0;r2=R4","pos",4
213,400,1,1,11,candidate,"BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG_REG(r6,r7,r8) | SCOPY_REG_REG(r9,r10)","c1=label@13194;r1=R21;r2=R16;r3=R14;r4=R12;r5=R2;r6=R0;r7=R26;r8=R28;r9=R27;r10=R15","trace",13012
214,400,1,1,10,candidate,"BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | SCOPY_REG_REG(r6,r7) | LOAD_REG_INT(r8,c2)","c1=label@12886;r1=R21;r2=R19;r3=R17;r4=R14;r5=R3;r6=R12;r7=R15;r8=R2;c2=int:1","trace",12767
215,400,1,1,4,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | ICOPY_REG_REG(r1,r2)","r1=R29;c1=int:0;c2=label@13191;r2=R28","trace",13176
216,400,1,1,11,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7) | NULLN_REG_REG_REG(r8,r9,r10)","r1=R21;r2=R24;r3=R22;c1=label@13194;r4=R16;r5=R14;r6=R12;r7=R2;r8=R0;r9=R26;r10=R28","trace",13008
217,400,1,1,8,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r4,r5,r2) | INE_REG_REG_INT(r6,r4,c2)","r1=R15;r2=R10;r3=R6;c1=label@12587;r4=R4;r5=R5;r6=R14;c2=int:63","trace",12561
218,400,1,1,6,candidate,"INE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c3) | BR_ID(c4)","r1=R34;c1=int:0;c2=label@14339;r2=R9;c3=string@144248;c4=label@14483","trace",14327
219,400,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_REG(r2,r1,r3) | BRF_ID_REG(c2,r2) | STRCHAR_REG_REG_REG(r4,r5,r1)","r1=R10;c1=int:0;r2=R15;r3=R6;c2=label@12587;r4=R4;r5=R5","trace",12558
220,400,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c2) | STRLEN_REG_REG(r4,r2)","r1=R24;c1=int:1;r2=R21;r3=R15;r4=R22;c2=int:0","trace",12994
221,400,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r1,c2) | ILT_REG_REG_INT(r2,r1,c1) | BRF_ID_REG(c3,r2)","r1=R8;c1=int:1;c2=int:0;r2=R4;c3=label@24","pos",8
222,400,1,1,11,candidate,"LOAD_REG_STRING(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | SETTP_REG_INT(r1,c3) | SETTPCALL_REG_FUNC_REG_REG_INT(r5,c4,r2,r6,c5)","r1=R19;c1=string@143120;r2=R17;c2=int:3;r3=R31;c3=int:768;r4=R18;r5=R29;c4=func@175792;r6=R20;c5=int:0","trace",13155
223,400,1,1,9,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3) | ILT_REG_REG_INT(r4,r5,c4)","r1=R13;c1=string@146696;r2=R3;c2=int:0;r3=R25;c3=string@6848;r4=R29;r5=R24;c4=int:1","trace",13027
224,400,1,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | SCOPY_REG_REG(r8,r9) | LOAD_REG_STRING(r10,c1)","r1=R16;r2=R14;r3=R12;r4=R2;r5=R0;r6=R26;r7=R28;r8=R27;r9=R15;r10=R13;c1=string@146696","trace",13015
225,400,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | LOAD_REG_INT(r1,c2) | SETTP_REG_INT(r1,c5)","c1=int:18;c2=int:1;c3=label@14;r1=R8;c4=int:256;c5=int:0","pos",0
226,400,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=int:18;c2=int:1;r1=R8;r2=R3;r3=R44;c3=label@12531","trace",12509
227,400,1,1,9,candidate,"REQ_REG_REG_STRING(r1,r1,c1) | BRT_ID_REG(c2,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | SCOPY_REG_REG(r6,r7)","r1=R21;c1=string@321320;c2=label@12886;r2=R19;r3=R17;r4=R14;r5=R3;r6=R12;r7=R15","trace",12763
228,400,1,1,5,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | STRLEN_REG_REG(r3,r1) | BR_ID(c2)","r1=R21;r2=R15;r3=R22;c1=int:0;c2=label@13008","trace",12997
229,400,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_STRING(r5,c3)","r1=R27;r2=R15;r3=R13;c1=string@146696;r4=R3;c2=int:0;r5=R25;c3=string@6848","trace",13024
230,400,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | RET_REG(r4)","r1=R42;r2=R48;r3=R43;r4=R9;r5=R44;c1=int:1","trace",14483
231,400,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1) | ILT_REG_REG_REG(r5,r4,r3)","r1=R5;r2=R11;r3=R6;r4=R10;c1=int:0;r5=R15","trace",12552
232,400,1,1,6,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | SEQ_REG_REG_STRING(r1,r3,c1) | BRF_ID_REG(c3,r1)","r1=R4;r2=R6;c1=string@6848;c2=label@35;r3=R7;c3=label@40","pos",24
233,400,1,1,8,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_INT_REG(r5,c1,r4) | BLE_ID_REG_INT(c2,r5,c3)","r1=R27;r2=R26;r3=R25;r4=R14;r5=R0;c1=int:1;c2=label@13150;c3=int:0","trace",13127
234,400,1,1,6,candidate,"STRLEN_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | ILT_REG_REG_REG(r4,r3,r1) | BRF_ID_REG(c2,r4)","r1=R6;r2=R5;r3=R10;c1=int:0;r4=R15;c2=label@12587","trace",12555
235,400,1,1,5,candidate,"STRUPPER_REG_REG(r1,r2) | SCOPY_REG_REG(r2,r1) | STRLEN_REG_REG(r3,r2) | LOAD_REG_INT(r4,c1)","r1=R11;r2=R5;r3=R6;r4=R10;c1=int:0","trace",12549
236,400,1,1,6,candidate,"SWAP_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r3,c1) | BRF_ID_REG(c2,r3) | LOAD_REG_INT(r4,c1)","r1=R31;r2=R18;r3=R29;c1=int:0;c2=label@13191;r4=R28","trace",13173
237,400,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | STRUPPER_REG_REG(r3,r4) | SCOPY_REG_REG(r4,r3) | STRLEN_REG_REG(r5,r4)","r1=R48;r2=R13;r3=R11;r4=R5;r5=R6","trace",12546
238,399,1,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | REQ_REG_REG_REG(r3,r4,r5) | BRF_ID_REG(c2,r3)","r1=R3;r2=R44;c1=int:1;c2=label@12531;r3=R2;r4=R48;r5=R42","trace",12515
239,399,1,1,8,candidate,"NULL_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | REQ_REG_REG_REG(r4,r5,r6)","r1=R8;r2=R3;r3=R44;c1=int:1;c2=label@12531;r4=R2;r5=R48;r6=R42","trace",12513
240,203,4,1,6,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2) | LOAD_REG_STRING(r2,c3)","r1=R5;r2=R4;c1=int:-1;r3=R25;c2=int:11;c3=string@6848","trace",9659
241,202,3,1,5,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2) | LOAD_REG_INT(r2,c1)","r1=R5;r2=R4;c1=int:0;r3=R25;c2=int:8","trace",9678
242,201,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_STRING(r3,c2)","r1=R5;r2=R25;c1=int:10;r3=R4;c2=string@6848","trace",9640
243,201,2,1,5,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=string@6848;r3=R25;c2=int:13","trace",9644
244,201,2,1,5,candidate,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2) | SCOPY_REG_REG(r1,r2)","r1=R5;r2=R4;c1=string@6848;r3=R25;c2=int:13","trace",9647
245,200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | BPOFF() | RET()","c1=label@9718;r1=R5;r2=R24;c2=int:0","trace",9710
246,200,1,1,5,candidate,"FADD_REG_REG_REG(r1,r2,r1) | BPOFF() | LOAD_REG_INT(r2,c1) | CALL_REG_FUNC_REG(r3,c2,r2)","r1=R14;r2=R94;c1=int:0;r3=R93;c2=func@5904","benchmark_rexxcps_levelb_noopt",1376
247,200,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | BCF_ID_REG(c1,r1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R26;r2=R12;c1=label@1359;r3=R38;c2=string@144336;r4=R37;c3=string@6768","benchmark_rexxcps_levelb_noopt",520
248,200,1,1,11,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2) | SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG(r5,c3,r4,r6,c4,r7)","r1=R28;r2=R30;r3=R3;c1=label@1402;r4=R35;c2=int:1;r5=R27;c3=func@6344;r6=R23;c4=int:256;r7=R36","benchmark_rexxcps_levelb_noopt",432
249,200,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | REQ_REG_REG_STRING(r1,r4,c2)","r1=R5;r2=R25;c1=int:15;r3=R4;r4=R2;c2=string@144248","trace",9697
250,200,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | LOAD_REG_INT(r2,c2)","r1=R27;c1=string@6848;r2=R4;c2=int:0;r3=R25;c3=int:12","trace",9620
251,200,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c3) | LOAD_REG_STRING(r1,c4) | LOAD_REG_STRING(r2,c4) | RET()","c1=int:18;c2=int:1;c3=int:2;r1=R0;c4=string@6848;r2=R2","benchmark_rexxcps_levelb_noopt",3080
252,200,1,1,5,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | BPOFF() | BR_ID(c3)","r1=R35;r2=R34;c1=string@144248;c2=label@481;c3=label@508","benchmark_rexxcps_levelb_noopt",471
253,200,1,1,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | BPOFF()","r1=R5;r2=R2;c1=string@144248;c2=label@9718;r3=R24;c3=int:0","trace",9706
254,200,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOF_REG(r1) | FADD_REG_REG_REG(r3,r1,r3) | BPOFF()","r1=R94;r2=R92;r3=R14","benchmark_rexxcps_levelb_noopt",1371
255,200,1,1,5,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | REQ_REG_REG_STRING(r1,r3,c1) | BRF_ID_REG(c2,r1)","r1=R5;r2=R4;r3=R2;c1=string@144248;c2=label@9718","trace",9701
256,200,1,1,3,candidate,"STOF_REG(r1) | FADD_REG_REG_REG(r2,r1,r2) | BPOFF() | LOAD_REG_INT(r1,c1)","r1=R94;r2=R14;c1=int:0","benchmark_rexxcps_levelb_noopt",1374
257,200,1,1,6,candidate,"UNLINK_REG(r1) | REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R5;r2=R2;c1=string@144248;c2=label@9718;r3=R24;c3=int:0","trace",9704
258,120,1,1,8,candidate,"BRT_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r4,c2) | REQ_REG_REG_REG(r5,r2,r6) | UNLINK_REG(r2)","c1=label@4784;r1=R18;r2=R17;r3=R20;r4=R19;c2=int:0;r5=R16;r6=R21","trace",4756
259,120,1,1,9,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_REG_INT(r4,r5,r2,c2) | REQ_REG_REG_REG(r6,r4,r7)","r1=R18;r2=R19;r3=R23;c1=label@4784;r4=R17;r5=R20;c2=int:0;r6=R16;r7=R21","trace",4752
260,120,1,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | REQ_REG_REG_REG(r4,r1,r5) | UNLINK_REG(r1) | BRF_ID_REG(c2,r4)","r1=R17;r2=R20;r3=R19;c1=int:0;r4=R16;r5=R21;c2=label@4781","trace",4759
261,100,1,1,9,candidate,"BRT_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | SETTPCALL_REG_FUNC_REG_REG_INT(r4,c4,r3,r2,c5)","c1=label@406;r1=R32;r2=R31;c2=string@144208;r3=R30;c3=int:1;r4=R29;c4=func@6416;c5=int:768","benchmark_rexxcps_levelb_noopt",358
262,100,1,1,8,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R32;r2=R33;r3=R3;c1=label@406;r4=R31;c2=string@144208;r5=R30;c3=int:1","benchmark_rexxcps_levelb_noopt",354
263,100,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | STOF_REG(r1) | FADD_REG_REG_REG(r3,r1,r3) | INC_REG(r4)","r1=R31;r2=R28;r3=R13;r4=R33","benchmark_rexxcps_levelb_noopt",393
264,100,1,1,4,candidate,"STOF_REG(r1) | FADD_REG_REG_REG(r2,r1,r2) | INC_REG(r3) | BR_ID(c1)","r1=R31;r2=R13;r3=R33;c1=label@354","benchmark_rexxcps_levelb_noopt",396
265,16,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r2) | SCOPY_REG_REG(r3,r4)","r1=R35;c1=int:18;c2=int:1;r2=R0;r3=R6;r4=R36","trace",4191
266,16,1,1,7,candidate,"BRF_ID_REG(c1,r1) | ISUB_REG_REG_REG(r2,r3,r4) | SETSTRPOS_REG_REG(r5,r2) | SUBSTRING_REG_REG_REG(r6,r5,r4)","c1=label@4546;r1=R11;r2=R15;r3=R13;r4=R12;r5=R14;r6=R16","trace",4527
267,16,1,1,8,candidate,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1)","r1=R20;r2=R0;r3=R23;r4=R1;r5=R21;r6=R3;r7=R19;c1=int:1","trace",4740
268,16,1,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | COPY_REG_REG(r4,r3) | UNLINK_REG(r3)","r1=R24;r2=R35;r3=R19;c1=int:17;r4=R0","trace",4721
269,16,1,1,5,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IGETUNLINK_REG_REG(r4,r2)","r1=R0;r2=R19;r3=R35;c1=int:16;r4=R1","trace",4728
270,16,1,1,6,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LINKATTR1_REG_REG_INT(r1,r3,c3)","r1=R20;r2=R21;c1=int:1;r3=R35;c2=int:16;c3=int:17","trace",4806
271,16,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | IGT_REG_REG_REG(r6,r5,r1)","r1=R23;r2=R1;r3=R21;r4=R3;r5=R19;c1=int:1;r6=R18","trace",4743
272,16,1,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r7)","r1=R1;r2=R19;r3=R20;r4=R0;r5=R23;r6=R21;r7=R3","trace",4737
273,16,1,1,6,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | ISUB_REG_REG_REG(r4,r3,r2) | SETSTRPOS_REG_REG(r5,r4)","r1=R11;r2=R12;r3=R13;c1=label@4546;r4=R15;r5=R14","trace",4523
274,16,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r3,c3)","r1=R35;c1=int:16;r2=R20;c2=int:17;r3=R23;r4=R21;c3=int:0","trace",4812
275,16,1,1,6,candidate,"ISUB_REG_REG_REG(r1,r2,r3) | SETSTRPOS_REG_REG(r4,r1) | SUBSTRING_REG_REG_REG(r5,r4,r3) | SCOPY_REG_REG(r6,r5)","r1=R15;r2=R13;r3=R12;r4=R14;r5=R16;r6=R11","trace",4530
276,16,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","r1=R19;r2=R35;c1=int:17;r3=R0;c2=int:16","trace",4724
277,16,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3)","r1=R21;r2=R35;c1=int:16;r3=R20;c2=int:1","trace",4802
278,16,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | COPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r3)","r1=R19;r2=R35;c1=int:16;r3=R1;r4=R20;r5=R0;r6=R23","trace",4733
279,16,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r1,r3,c3) | UNLINK_REG(r3)","r1=R20;r2=R35;c1=int:17;r3=R23;c2=int:16;r4=R21;c3=int:0","trace",4816
280,16,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | SCOPY_REG_REG(r3,r5)","r1=R23;r2=R35;c1=int:16;r3=R21;r4=R20;c2=int:0;r5=R3","trace",4820
281,16,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_STRING(r4,c4)","r1=R12;c1=int:1;r2=R23;c2=string@146696;r3=R20;c3=int:0;r4=R18;c4=string@6848","trace",4464
282,16,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3) | LOAD_REG_STRING(r4,c3)","r1=R23;c1=string@146696;r2=R20;c2=int:0;r3=R18;c3=string@6848;r4=R16","trace",4467
283,16,16,1,7,candidate,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r1,c3) | CALL2_REG_FUNC_REG_REG(r3,c4,r2,r1)","r1=R6;c1=string@318544;r2=R22;c2=int:256;c3=int:768;r3=R2;c4=func@169632","trace",12269
284,16,1,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | SCOPY_REG_REG(r1,r4) | UNLINKN_REG_REG(r1,r2)","r1=R21;r2=R20;r3=R23;c1=int:0;r4=R3","trace",4824
285,16,1,1,9,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULL_REG(r5) | SCOPY_REG_REG(r6,r7) | LOAD_REG_INT(r8,c1)","r1=R21;r2=R19;r3=R17;r4=R15;r5=R13;r6=R14;r7=R5;r8=R12;c1=int:1","trace",4454
286,16,1,1,11,candidate,"NULL_REG(r1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c1,r3,c2,r4) | SETTP_REG_INT(r5,c3) | SETTPCALL_REG_FUNC_REG_REG_INT(r6,c4,r2,r7,c3)","r1=R7;r2=R9;c1=int:3;r3=R6;c2=int:256;r4=R10;r5=R11;c3=int:512;r6=R8;c4=func@175848;r7=R12","trace",4202
287,16,1,1,7,candidate,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1) | LOAD_REG_STRING(r5,c2)","r1=R13;r2=R14;r3=R5;r4=R12;c1=int:1;r5=R23;c2=string@146696","trace",4459
288,16,1,1,8,candidate,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | NULL_REG(r4) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r5,c1,r2,c2,r6)","r1=R0;r2=R6;r3=R36;r4=R7;r5=R9;c1=int:3;c2=int:256;r6=R10","trace",4197
289,16,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | NULL_REG(r4)","c1=int:18;c2=int:1;r1=R0;r2=R6;r3=R36;r4=R7","trace",4193
290,16,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | IGT_REG_REG_REG(r4,r3,r5) | BRT_ID_REG(c2,r4)","r1=R21;r2=R3;r3=R19;c1=int:1;r4=R18;r5=R23;c2=label@4784","trace",4746
