module_id,module,instruction_index,executions,shape,top_count,top_bytes,top_max_bytes,recursive_count,recursive_bytes,recursive_max_bytes,status
1,"benchmark_awfy_richards_opt",6591,106604,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",6591,106604,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",6591,106604,"object",106604,23879296,224,1918853,124512560,1168,complete
1,"benchmark_awfy_richards_opt",6591,106604,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",6591,106604,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2936,65790,"empty",0,0,0,4459152,0,0,complete
1,"benchmark_awfy_richards_opt",2936,65790,"scalar",0,0,0,4027703,0,0,complete
1,"benchmark_awfy_richards_opt",2936,65790,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2936,65790,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2936,65790,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2936,65790,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2936,65790,"object",65790,14736960,224,1184209,76842192,1168,complete
1,"benchmark_awfy_richards_opt",2936,65790,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2936,65790,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3654,23252,"empty",0,0,0,1598281,0,0,complete
1,"benchmark_awfy_richards_opt",3654,23252,"scalar",0,0,0,1401182,0,0,complete
1,"benchmark_awfy_richards_opt",3654,23252,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3654,23252,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3654,23252,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3654,23252,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3654,23252,"object",23252,5208448,224,418527,27157904,1168,complete
1,"benchmark_awfy_richards_opt",3654,23252,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3654,23252,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3797,2942,"empty",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3797,2942,"scalar",2942,0,0,2942,0,0,complete
1,"benchmark_awfy_richards_opt",3797,2942,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3797,2942,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3797,2942,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3797,2942,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3797,2942,"object",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3797,2942,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3797,2942,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3800,2942,"empty",0,0,0,196520,0,0,complete
1,"benchmark_awfy_richards_opt",3800,2942,"scalar",0,0,0,182968,0,0,complete
1,"benchmark_awfy_richards_opt",3800,2942,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3800,2942,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3800,2942,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3800,2942,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3800,2942,"object",2942,659008,224,52950,3435968,1168,complete
1,"benchmark_awfy_richards_opt",3800,2942,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3800,2942,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3368,4654,"empty",0,0,0,319893,0,0,complete
1,"benchmark_awfy_richards_opt",3368,4654,"scalar",0,0,0,280468,0,0,complete
1,"benchmark_awfy_richards_opt",3368,4654,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3368,4654,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3368,4654,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3368,4654,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3368,4654,"object",4654,1042496,224,83771,5435824,1168,complete
1,"benchmark_awfy_richards_opt",3368,4654,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3368,4654,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2784,23246,"empty",0,0,0,1617898,0,0,complete
1,"benchmark_awfy_richards_opt",2784,23246,"scalar",0,0,0,1380826,0,0,complete
1,"benchmark_awfy_richards_opt",2784,23246,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2784,23246,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2784,23246,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2784,23246,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2784,23246,"object",23246,5207104,224,418426,27151232,1168,complete
1,"benchmark_awfy_richards_opt",2784,23246,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2784,23246,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2872,3140,"empty",0,0,0,215095,0,0,complete
1,"benchmark_awfy_richards_opt",2872,3140,"scalar",0,0,0,189955,0,0,complete
1,"benchmark_awfy_richards_opt",2872,3140,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2872,3140,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2872,3140,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2872,3140,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2872,3140,"object",3140,703360,224,56518,3667424,1168,complete
1,"benchmark_awfy_richards_opt",2872,3140,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2872,3140,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3630,2327,"empty",0,0,0,158167,0,0,complete
1,"benchmark_awfy_richards_opt",3630,2327,"scalar",0,0,0,142011,0,0,complete
1,"benchmark_awfy_richards_opt",3630,2327,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3630,2327,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3630,2327,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3630,2327,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3630,2327,"object",2327,521248,224,41885,2717888,1168,complete
1,"benchmark_awfy_richards_opt",3630,2327,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3630,2327,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4107,9300,"empty",0,0,0,633472,0,0,complete
1,"benchmark_awfy_richards_opt",4107,9300,"scalar",0,0,0,566223,0,0,complete
1,"benchmark_awfy_richards_opt",4107,9300,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4107,9300,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4107,9300,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4107,9300,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4107,9300,"object",9300,2083200,224,167399,10862352,1168,complete
1,"benchmark_awfy_richards_opt",4107,9300,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4107,9300,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4131,27884,"empty",0,0,0,1900913,0,0,complete
1,"benchmark_awfy_richards_opt",4131,27884,"scalar",0,0,0,1696118,0,0,complete
1,"benchmark_awfy_richards_opt",4131,27884,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4131,27884,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4131,27884,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4131,27884,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4131,27884,"object",27884,6246016,224,501911,32568464,1168,complete
1,"benchmark_awfy_richards_opt",4131,27884,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4131,27884,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4297,9296,"empty",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4297,9296,"scalar",9296,0,0,9296,0,0,complete
1,"benchmark_awfy_richards_opt",4297,9296,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4297,9296,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4297,9296,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4297,9296,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4297,9296,"object",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4297,9296,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4297,9296,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4300,9296,"empty",0,0,0,616390,0,0,complete
1,"benchmark_awfy_richards_opt",4300,9296,"scalar",0,0,0,582794,0,0,complete
1,"benchmark_awfy_richards_opt",4300,9296,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4300,9296,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4300,9296,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4300,9296,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4300,9296,"object",9296,2082304,224,167328,10857728,1168,complete
1,"benchmark_awfy_richards_opt",4300,9296,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4300,9296,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2917,20106,"empty",0,0,0,1364798,0,0,complete
1,"benchmark_awfy_richards_opt",2917,20106,"scalar",0,0,0,1228876,0,0,complete
1,"benchmark_awfy_richards_opt",2917,20106,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2917,20106,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2917,20106,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2917,20106,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2917,20106,"object",20106,4503744,224,361908,23483808,1168,complete
1,"benchmark_awfy_richards_opt",2917,20106,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",2917,20106,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3918,8685,"empty",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3918,8685,"scalar",8685,0,0,8685,0,0,complete
1,"benchmark_awfy_richards_opt",3918,8685,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3918,8685,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3918,8685,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3918,8685,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3918,8685,"object",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3918,8685,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3918,8685,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3921,8685,"empty",0,0,0,583888,0,0,complete
1,"benchmark_awfy_richards_opt",3921,8685,"scalar",0,0,0,536477,0,0,complete
1,"benchmark_awfy_richards_opt",3921,8685,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3921,8685,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3921,8685,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3921,8685,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3921,8685,"object",8685,1945440,224,156330,10144080,1168,complete
1,"benchmark_awfy_richards_opt",3921,8685,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3921,8685,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3406,2327,"empty",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3406,2327,"scalar",2327,0,0,2327,0,0,complete
1,"benchmark_awfy_richards_opt",3406,2327,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3406,2327,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3406,2327,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3406,2327,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3406,2327,"object",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3406,2327,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3406,2327,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3409,2327,"empty",0,0,0,157061,0,0,complete
1,"benchmark_awfy_richards_opt",3409,2327,"scalar",0,0,0,143122,0,0,complete
1,"benchmark_awfy_richards_opt",3409,2327,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3409,2327,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3409,2327,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3409,2327,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3409,2327,"object",2327,521248,224,41886,2717936,1168,complete
1,"benchmark_awfy_richards_opt",3409,2327,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3409,2327,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3175,10000,"empty",0,0,0,692835,0,0,complete
1,"benchmark_awfy_richards_opt",3175,10000,"scalar",0,0,0,597165,0,0,complete
1,"benchmark_awfy_richards_opt",3175,10000,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3175,10000,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3175,10000,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3175,10000,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3175,10000,"object",10000,2240000,224,180000,11680000,1168,complete
1,"benchmark_awfy_richards_opt",3175,10000,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3175,10000,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3351,4992,"empty",0,0,0,350397,0,0,complete
1,"benchmark_awfy_richards_opt",3351,4992,"scalar",0,0,0,293571,0,0,complete
1,"benchmark_awfy_richards_opt",3351,4992,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3351,4992,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3351,4992,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3351,4992,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3351,4992,"object",4992,1118208,224,89856,5830656,1168,complete
1,"benchmark_awfy_richards_opt",3351,4992,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3351,4992,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4221,9294,"empty",0,0,0,632562,0,0,complete
1,"benchmark_awfy_richards_opt",4221,9294,"scalar",0,0,0,566364,0,0,complete
1,"benchmark_awfy_richards_opt",4221,9294,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4221,9294,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4221,9294,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4221,9294,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4221,9294,"object",9294,2081856,224,167292,10855392,1168,complete
1,"benchmark_awfy_richards_opt",4221,9294,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4221,9294,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4189,9294,"empty",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4189,9294,"scalar",9294,0,0,9294,0,0,complete
1,"benchmark_awfy_richards_opt",4189,9294,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4189,9294,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4189,9294,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4189,9294,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4189,9294,"object",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4189,9294,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4189,9294,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4192,9294,"empty",0,0,0,623268,0,0,complete
1,"benchmark_awfy_richards_opt",4192,9294,"scalar",0,0,0,575658,0,0,complete
1,"benchmark_awfy_richards_opt",4192,9294,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4192,9294,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4192,9294,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4192,9294,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4192,9294,"object",9294,2081856,224,167292,10855392,1168,complete
1,"benchmark_awfy_richards_opt",4192,9294,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",4192,9294,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3862,2325,"empty",0,0,0,155692,0,0,complete
1,"benchmark_awfy_richards_opt",3862,2325,"scalar",0,0,0,144233,0,0,complete
1,"benchmark_awfy_richards_opt",3862,2325,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3862,2325,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3862,2325,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3862,2325,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3862,2325,"object",2325,520800,224,41850,2715600,1168,complete
1,"benchmark_awfy_richards_opt",3862,2325,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3862,2325,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3314,5007,"empty",0,0,0,351662,0,0,complete
1,"benchmark_awfy_richards_opt",3314,5007,"scalar",0,0,0,294241,0,0,complete
1,"benchmark_awfy_richards_opt",3314,5007,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3314,5007,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3314,5007,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3314,5007,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3314,5007,"object",5007,1121568,224,90126,5848176,1168,complete
1,"benchmark_awfy_richards_opt",3314,5007,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3314,5007,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3261,1,"empty",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3261,1,"scalar",1,0,0,1,0,0,complete
1,"benchmark_awfy_richards_opt",3261,1,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3261,1,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3261,1,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3261,1,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3261,1,"object",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3261,1,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3261,1,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3264,1,"empty",0,0,0,70,0,0,complete
1,"benchmark_awfy_richards_opt",3264,1,"scalar",0,0,0,59,0,0,complete
1,"benchmark_awfy_richards_opt",3264,1,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3264,1,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3264,1,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3264,1,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3264,1,"object",1,224,224,18,1168,1168,complete
1,"benchmark_awfy_richards_opt",3264,1,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",3264,1,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",164,1,"empty",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",164,1,"scalar",1,0,0,1,0,0,complete
1,"benchmark_awfy_richards_opt",164,1,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",164,1,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",164,1,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",164,1,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",164,1,"object",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",164,1,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",164,1,"compound",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",173,1,"empty",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",173,1,"scalar",1,0,0,1,0,0,complete
1,"benchmark_awfy_richards_opt",173,1,"string",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",173,1,"binary",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",173,1,"decimal",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",173,1,"reference",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",173,1,"object",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",173,1,"native",0,0,0,0,0,0,complete
1,"benchmark_awfy_richards_opt",173,1,"compound",0,0,0,0,0,0,complete
