rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,382280,12,1,3,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1)","r1=R6;c1=int:256;r2=R8","benchmark_awfy_storage_noopt",95
2,341341,11,2,1,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","benchmark_awfy_storage_noopt",6
3,341341,11,2,2,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","c1=int:18;c2=int:0","benchmark_awfy_storage_noopt",0
4,341341,11,2,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1)","c1=int:1","benchmark_awfy_storage_noopt",4
5,341341,11,2,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2)","c1=int:0;c2=int:1","benchmark_awfy_storage_noopt",2
6,319760,2,2,3,candidate,"UNLINK_REG(r1) | IADD_REG_REG_INT(r2,r2,c1)","r1=R2;r2=R3;c1=int:13849","benchmark_awfy_storage_noopt",231
7,286690,7,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)","r1=R4;r2=R8;r3=R0;c1=int:256","benchmark_awfy_storage_noopt",326
8,278800,1,1,5,over_3_symbols,"BCF_ID_REG(c1,r1) | MINATTRS_REG_REG_INT(r2,r3,c2)","c1=label@90;r1=R7;r2=R9;r3=R4;c2=int:0","objectarrayappend",68
9,278800,1,1,2,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R6;r2=R10","objectarrayappend",79
10,278800,1,1,3,candidate,"IADD_REG_REG_INT(r1,r1,c1) | BR_ID(c2)","r1=R4;c1=int:1;c2=label@68","objectarrayappend",84
11,278800,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | COPY_REG_REG(r1,r4)","r1=R6;r2=R9;r3=R4;r4=R10","objectarrayappend",75
12,278800,1,1,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2)","r1=R9;r2=R4;c1=int:0;r3=R6","objectarrayappend",71
13,245770,8,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R1;r2=R2","benchmark_awfy_storage_noopt",204
14,245770,8,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3)","r1=R1;r2=R0;c1=int:1;r3=R2","benchmark_awfy_storage_noopt",200
15,232090,6,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4)","r1=R8;r2=R4;r3=R0;r4=R6","benchmark_awfy_storage_noopt",339
16,191150,6,1,2,candidate,"ASSERTINITIALIZED_REG(r1) | SETNUMDGTS_INT(c1)","r1=R5;c1=int:18","benchmark_awfy_storage_noopt",211
17,191150,7,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R7;c1=int:1;r2=R6;c2=int:256","benchmark_awfy_storage_noopt",92
