rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,10920400,14,2,4,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4)","r1=R61;r2=R13;r3=R62;r4=R6","benchmark_rexxcps_levelb_opt",835
2,6660000,5,1,2,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1)","r1=R71;r2=R25","benchmark_rexxcps_levelb_opt",553
3,4980000,4,1,2,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1)","r1=R72;r2=R65","benchmark_rexxcps_levelb_opt",539
4,4980000,4,1,3,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1)","r1=R65;r2=R4;r3=R72","benchmark_rexxcps_levelb_opt",535
5,4200000,3,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | STEMGET_REG_REG_REG(r3,r4,r1)","r1=R68;c1=string@34264;r2=R51;r3=R65;r4=R4","benchmark_rexxcps_levelb_opt",498
6,4200000,5,1,5,candidate,"PARSEWORDS3_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1)","r1=R11;r2=R5;r3=R42;r4=R47;r5=R52","benchmark_rexxcps_levelb_opt",878
7,4200000,5,1,5,candidate,"SCOPY_REG_REG(r1,r2) | PARSEWORDS3_REG_REG_REG_REG(r3,r4,r5,r1)","r1=R47;r2=R60;r3=R11;r4=R5;r5=R42","benchmark_rexxcps_levelb_opt",875
8,3368048,24,3,4,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R38;r2=R35;c1=string@23672;c2=label@397","benchmark_rexxcps_levelb_opt",387
9,3366403,22,3,4,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1)","r1=R62;r2=R6;r3=R90;c1=string@50512","benchmark_rexxcps_levelb_opt",838
10,3360000,4,1,3,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1)","r1=R60;c1=string@51352;r2=R47","benchmark_rexxcps_levelb_opt",872
11,3300000,3,1,3,candidate,"DTOS_REG(r1) | STEMSET_REG_REG_REG(r2,r3,r1)","r1=R76;r2=R4;r3=R75","benchmark_rexxcps_levelb_opt",621
12,2580002,6,2,4,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2)","r1=R41;c1=string@1272;r2=R40;c2=string@384","benchmark_rexxcps_levelb_opt",442
13,2520001,4,2,8,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG_REG(r5,r6,r7,r8)","r1=R13;r2=R11;r3=R10;r4=R9;r5=R7;r6=R6;r7=R5;r8=R3","benchmark_rexxcps_levelb_opt",461
14,2520000,1,1,4,candidate,"DGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R67;r2=R25;r3=R68;c1=label@644","benchmark_rexxcps_levelb_opt",524
