rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,3827800,9,1,2,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2)","r1=R1;r2=R3","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",185
2,2089000,2,1,3,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1)","r1=R17;r2=R9;c1=label@518","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",500
3,1945400,3,1,5,candidate,"COPYATTR1_REG_REG_INT(r1,r2,c1) | COPYATTR1_REG_REG_INT(r3,r4,c1)","r1=R1;r2=R9;c1=int:1;r3=R3;r4=R10","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",565
4,1945400,3,1,3,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3)","r1=R9;r2=R1;r3=R10","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",557
5,1875200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3)","c1=label@575;r1=R11;r2=R12;r3=R1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",538
6,1875200,1,1,2,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1)","r1=R12;c1=int:0","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",544
7,1875200,1,1,3,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R12;c1=int:0;c2=label@555","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",546
8,1875200,2,1,5,candidate,"LINKREF_REG_REG(r1,r2) | COPYATTR1_REG_REG_INT(r3,r4,c1)","r1=R10;r2=R3;r3=R1;r4=R9;c1=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",562
9,1875200,1,1,2,candidate,"REFVALID_REG_REG(r1,r2) | BTOI_REG(r1)","r1=R12;r2=R1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",541
10,1805000,1,1,4,candidate,"COPYATTR1_REG_REG_INT(r1,r2,c1) | BR_ID(c2)","r1=R3;r2=R10;c1=int:1;c2=label@535","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",569
11,1407600,18,1,3,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1)","r1=R18;c1=int:256;r2=R2","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",413
12,569400,6,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2)","r1=R5;c1=int:18;c2=int:1","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",158
13,284300,2,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG(r1,r2)","c1=int:18;c2=int:1;r1=R8;r2=R9","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",448
14,284300,5,1,6,candidate,"SETTP_REG_INT(r1,c1) | CALL3_REG_FUNC_REG_REG_REG(r2,c2,r3,r4,r1)","r1=R15;c1=int:768;r2=R2;c2=func@21608;r3=R18;r4=R14","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",368
15,281000,2,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG_REG_REG(r1,r2,r3,r4)","c1=int:18;c2=int:1;r1=R8;r2=R2;r3=R3;r4=R4","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",334
16,280900,1,1,4,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4)","r1=R1;r2=R15;r3=R3;r4=R16","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",529
17,280900,1,1,3,candidate,"COPY_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r1)","r1=R3;r2=R16;r3=R11","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",532
18,280900,1,1,3,candidate,"NULLN_REG_REG(r1,r2) | COPY_REG_REG(r1,r3)","r1=R1;r2=R3;r3=R15","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",526
19,280900,1,1,4,candidate,"NULLN_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)","r1=R11;r2=R16;r3=R35;c1=int:256","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",595
20,280900,1,1,6,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6)","r1=R21;r2=R22;r3=R23;r4=R6;r5=R11;r6=R16","/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/r2-copyattr/list.rxas",590
