APPENDCHAR_REG_REG,9
APPEND_REG_REG,1408
ASSERTINITIALIZED_REG,23630
ASSERTTYPE_REG_STRING,2807
BCF_ID_REG,3200
BCOPY_REG_REG,8400
BCTP_ID_REG,194130
BEQ_ID_REG_INT,3615
BGE_ID_REG_INT,19045
BGE_ID_REG_REG,4400
BGT_ID_REG_REG,16800
BLE_ID_REG_INT,7202
BLE_ID_REG_REG,7000
BNE_ID_REG_INT,41881
BNE_ID_REG_REG,433
BPOFF,3300
BRF_ID_REG,2954752
BRTF_ID_ID_REG,36254
BRTPANDT_ID_REG_INT,81842
BRT_ID_REG,744352
BR_ID,802262
BTOI_REG,3002
CALL_REG_FUNC_REG,106880
CONCAT_REG_REG_REG,1402
CONCAT_REG_REG_STRING,8402
CONCAT_REG_STRING_REG,14002
COPY_REG_REG,109152
DADD_REG_REG_DECIMAL,2800
DADD_REG_REG_REG,2800
DCALL_REG_REG_REG,2821
DCOPY_REG_REG,11100
DEQ_REG_REG_DECIMAL,2800
DGT_REG_REG_REG,7000
DLT_REG_REG_DECIMAL,2800
DMULT_REG_REG_DECIMAL,2700
DTOS_REG,11100
ENDLIFE_REG,5616
FADD_REG_REG_REG,200
FCOPY_REG_REG,403
FDIV_REG_FLOAT_REG,1
FDIV_REG_REG_FLOAT,402
FDIV_REG_REG_REG,1
FGT_REG_REG_FLOAT,1
FNDBLNK_REG_REG_REG,2801
FNDNBLNK_REG_REG_REG,31285
FSUB_REG_REG_REG,1
FTOS_REG,402
GETANDTP_REG_REG_INT,23950
GETATTRS_REG_REG_INT,37816
IADD_REG_REG_INT,575485
IADD_REG_REG_REG,335208
ICOPY_REG_REG,1125713
IEQ_REG_REG_INT,916959
IEQ_REG_REG_REG,232649
IGTE_REG_REG_INT,92407
IGTE_REG_REG_REG,184800
IGT_REG_REG_INT,249427
IGT_REG_REG_REG,513667
ILTE_REG_REG_INT,142800
ILTE_REG_REG_REG,98000
ILT_REG_REG_INT,321888
ILT_REG_REG_REG,269439
IMOD_REG_REG_REG,129400
IMULT_REG_REG_INT,272200
INE_REG_REG_INT,178372
ISTYPE_REG_REG_STRING,7
ISUB_REG_INT_REG,18646
ISUB_REG_REG_INT,305208
ISUB_REG_REG_REG,107024
ITOF_REG,401
ITOS_REG,12606
LINKATTR1_REG_REG_INT,306613
LINKATTR1_REG_REG_REG,214780
LOAD_REG_DECIMAL,4200
LOAD_REG_FLOAT,406
LOAD_REG_INT,669932
LOAD_REG_STRING,300887
MINATTRS_REG_INT,28003
MINATTRS_REG_REG_INT,195365
MTIME_REG,400
NOT_REG_REG,33756
NULL_REG,1359145
NUMSCI_INT_INT_INT,108498
POSCHAR_REG_REG_REG,7
REQ_REG_REG_REG,53621
REQ_REG_REG_STRING,69885
RET,34329
RET_INT,5009
RET_REG,67364
RET_STRING,3000
RNE_REG_REG_STRING,64401
RXVERS_REG,1
SAY_REG,6
SAY_STRING,5
SCONCAT_REG_REG_REG,1
SCONCAT_REG_REG_STRING,12
SCONCAT_REG_STRING_REG,4
SCOPY_REG_REG,805706
SEQ_REG_REG_REG,17884
SEQ_REG_REG_STRING,3512
SETATTRS_REG_INT,23625
SETNUMCAS_INT,2
SETNUMFUZ_INT,4
SETNUMSTD_INT,4
SETOBJTYPE_REG_STRING,4210
SETOBJUNINIT_REG_STRING,9813
SETSTRPOS_REG_REG,94445
SETTP_REG_INT,216807
SRCFPROCSEL_REG_STRING_REG,7
SRCMETHODSEL_REG_REG_STRING,2814
STOD_REG,8300
STOF_REG,200
STOI_REG,11201
STRCHAR_REG_REG_REG,575056
STRLEN_REG_REG,224962
STRLOWER_REG_REG,16
STRPOS_REG_REG_REG,3200
STRUPPER_REG_REG,37268
SUBSTRING_REG_REG_REG,94445
SWAP_REG_REG,163212
UNLINK_REG,499186
