append,2
appendchar,8
assertinitialized,104
asserttype,8
bcf,6
bcmpb,1
bcopy,5
bgetu8,16
bintos,2
blen,7
bpoff,14
bpon,6
br,531
bresize,3
brf,626
brt,96
brtf,5
brtpandt,20
bsetu8,20
btoi,12
call,475
concat,279
concchar,16
copy,361
dadd,3
dcall,2
dcopy,12
deq,2
dgt,4
dlt,4
dmult,4
dtos,11
endlife,155
fadd,10
fcopy,5
fdiv,14
feq,2
fgt,4
fmult,12
fndblnk,1
fndnblnk,1
fsub,8
ftos,6
getattrs,28
getbyte,2
iadd,329
iand,3
icopy,844
idiv,28
ieq,246
igt,119
igte,29
ilt,122
ilte,2
imod,39
imult,29
inc,61
ine,71
ishl,4
isub,109
itof,12
itos,140
ixor,7
jumpr,1
linkattr1,1412
linkref,22
load,1501
metalinkpreg,6
minattrs,215
mkref,12
null,217
numsci,178
padstr,10
refvalid,8
req,42
ret,309
rne,24
say,126
sconcat,101
scopy,152
seq,14
setattrs,268
setobjtype,40
setobjuninit,11
setstrpos,11
settp,594
sigcall,6
signal,26
srcmethodsel,2
stobin,1
stod,14
stof,4
stoi,24
strchar,18
strlen,34
strpos,4
substring,11
swap,956
unlink,1420
