rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,5521600,34,1,4,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R40;r2=R41;r3=R42;r4=R43","benchmark_rexxcps_levelb_noopt",545
183,599,1,1,7,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | BEQ_ID_REG_INT(c3,r3,c4) | COPY_REG_REG(r1,r3)","r1=R1;r2=R2;c1=string@2532536;c2=label@28;c3=label@20;r3=R5;c4=int:0","/private/tmp/crexx-perf2-04.3k3Dfw/baseline-src/lib/rxfnsb/rxas/_elapsed",0
184,416,1,1,7,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRT_ID_REG(c3,r2) | IEQ_REG_REG_INT(r2,r3,c4)","c1=label@249;r1=R19;r2=R20;r3=R9;c2=int:76;c3=label@196;c4=int:66","strip",182
185,416,1,1,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c2,r1) | RET_REG(r4)","c1=label@344;r1=R22;r2=R4;r3=R16;c2=label@349;r4=R15","strip",337
186,416,1,1,7,candidate,"BRF_ID_REG(c1,r1) | INE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | INE_REG_REG_INT(r3,r2,c4)","c1=label@127;r1=R18;r2=R9;c2=int:84;c3=label@138;r3=R19;c4=int:66","strip",120
187,416,1,1,8,candidate,"BRF_ID_REG(c1,r1) | ISUB_REG_INT_REG(r2,c2,r3) | FNDNBLNK_REG_REG_REG(r4,r5,r2) | ILT_REG_REG_INT(r6,r4,c2)","c1=label@333;r1=R21;r2=R12;c2=int:0;r3=R16;r4=R6;r5=R15;r6=R20","strip",223
188,416,1,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | FNDNBLNK_REG_REG_REG(r3,r4,r2) | BGE_ID_REG_INT(c1,r3,c2)","c1=label@212;r1=R20;r2=R12;c2=int:0;r3=R14;r4=R15","strip",196
189,416,1,1,8,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | ISUB_REG_INT_REG(r3,c4,r4)","c1=label@223;r1=R21;r2=R9;c2=int:66;c3=label@333;r3=R12;c4=int:0;r4=R16","strip",216
190,416,1,1,7,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@196;r1=R20;r2=R9;c2=int:66;c3=label@212;r3=R12;c4=int:0","strip",189
191,416,1,1,8,candidate,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_INT(r4,c3) | LOAD_REG_STRING(r5,c2)","r1=R2;r2=R0;c1=int:256;r3=R7;c2=string@28856;r4=R14;c3=int:0;r5=R11","strip",83
192,416,1,1,9,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ISUB_REG_INT_REG(r3,c3,r4) | FNDNBLNK_REG_REG_REG(r5,r6,r3)","r1=R21;r2=R9;c1=int:66;c2=label@333;r3=R12;c3=int:0;r4=R16;r5=R6;r6=R15","strip",219
193,416,1,1,8,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | FNDNBLNK_REG_REG_REG(r4,r5,r3)","r1=R20;r2=R9;c1=int:66;c2=label@212;r3=R12;c3=int:0;r4=R14;r5=R15","strip",192
194,416,1,1,6,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | INE_REG_REG_INT(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R18;r2=R9;c1=int:76;c2=label@127;c3=int:84;c4=label@138","strip",116
195,416,1,1,8,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | INE_REG_REG_INT(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R18;r2=R9;c1=int:84;c2=label@138;r3=R19;c3=int:66;c4=label@144;c5=label@147","strip",123
196,416,1,1,7,candidate,"ISUB_REG_INT_REG(r1,c1,r2) | FNDNBLNK_REG_REG_REG(r3,r4,r1) | ILT_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R12;c1=int:0;r2=R16;r3=R6;r4=R15;r5=R20;c2=label@243","strip",226
197,416,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | STRLEN_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1)","r1=R14;c1=int:0;r2=R11;c2=string@28856;r3=R10;r4=R8;r5=R18","strip",90
198,416,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r5)","r1=R7;c1=string@28856;r2=R14;c2=int:0;r3=R11;r4=R10;r5=R8","strip",87
199,416,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r2,c2) | BRF_ID_REG(c3,r4)","r1=R11;c1=string@28856;r2=R10;r3=R8;r4=R18;c2=int:0;c3=label@109","strip",93
200,416,1,1,7,candidate,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r3,r4,c2) | BRT_ID_REG(c3,r3)","r1=R19;r2=R2;c1=label@249;r3=R20;r4=R9;c2=int:76;c3=label@196","strip",179
201,416,1,1,9,candidate,"NULLN_REG_REG(r1,r2) | GETANDTP_REG_REG_INT(r3,r4,c1) | LOAD_REG_STRING(r5,c2) | LOAD_REG_INT(r6,c3)","r1=R16;r2=R17;r3=R2;r4=R0;c1=int:256;r5=R7;c2=string@28856;r6=R14;c3=int:0","strip",80
202,416,1,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6) | GETANDTP_REG_REG_INT(r7,r8,c1) | LOAD_REG_STRING(r9,c2)","r1=R9;r2=R10;r3=R12;r4=R13;r5=R16;r6=R17;r7=R2;r8=R0;c1=int:256;r9=R7;c2=string@28856","strip",75
203,416,1,1,13,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG_REG(r5,r6,r7,r8) | NULLN_REG_REG(r9,r10) | GETANDTP_REG_REG_INT(r11,r12,c1)","r1=R1;r2=R3;r3=R5;r4=R6;r5=R9;r6=R10;r7=R12;r8=R13;r9=R16;r10=R17;r11=R2;r12=R0;c1=int:256","strip",70
204,416,1,1,7,candidate,"STRCHAR_REG_REG_REG(r1,r2,r3) | INE_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4) | INE_REG_REG_INT(r4,r1,c3)","r1=R9;r2=R7;r3=R14;r4=R18;c1=int:76;c2=label@127;c3=int:84","strip",112
205,416,1,1,7,candidate,"STRUPPER_REG_REG(r1,r2) | STRCHAR_REG_REG_REG(r3,r1,r4) | INE_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R7;r2=R8;r3=R9;r4=R14;r5=R18;c1=int:76;c2=label@127","strip",109
206,407,9,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c3,r1)","r1=R4;c1=int:0;r2=R25;c2=int:12;c3=int:9","trace",9172
207,406,8,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R5;r2=R25;c1=int:13;r3=R4;c2=int:-1","trace",9201
208,406,8,1,5,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2)","r1=R5;r2=R4;c1=int:-1;r3=R25;c2=int:11","trace",9205
209,403,5,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_STRING(r2,c4)","r1=R25;c1=int:12;r2=R4;c2=int:0;c3=int:9;c4=string@1505192","trace",9175
210,402,2,2,8,candidate,"BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4) | INE_REG_REG_INT(r5,r2,c2) | BRF_ID_REG(c3,r5)","c1=label@826;r1=R59;r2=R49;r3=R47;r4=R55;r5=R60;c2=int:57;c3=label@820","_typedformat",804
211,401,2,2,9,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | LOAD_REG_INT(r7,c2)","r1=R49;r2=R48;r3=R57;r4=R47;r5=R20;r6=R56;c1=string@28856;r7=R58;c2=int:48","_typedformat",780
212,401,2,2,7,candidate,"STRCHAR_REG_REG_REG(r1,r2,r3) | INE_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4) | BR_ID(c3)","r1=R49;r2=R47;r3=R55;r4=R60;c1=int:57;c2=label@820;c3=label@826","_typedformat",807
213,400,1,1,5,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ICOPY_REG_REG(r1,r2) | BR_ID(c3)","c1=label@12764;r1=R29;r2=R28;c2=int:0;c3=label@12775","trace",12753
214,400,1,1,6,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_INT(r1,c3) | SETTP_REG_INT(r1,c4) | ILT_REG_REG_INT(r2,r1,c3)","c1=label@38;r1=R8;c2=int:256;c3=int:1;c4=int:0;r2=R4","pos",28
215,400,1,1,11,candidate,"BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG_REG(r6,r7,r8) | SCOPY_REG_REG(r9,r10)","c1=label@12767;r1=R22;r2=R21;r3=R19;r4=R17;r5=R14;r6=R13;r7=R3;r8=R0;r9=R2;r10=R15","trace",12585
216,400,1,1,10,candidate,"BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | SCOPY_REG_REG(r6,r7) | LOAD_REG_INT(r8,c2)","c1=label@12456;r1=R21;r2=R19;r3=R17;r4=R14;r5=R3;r6=R12;r7=R15;r8=R2;c2=int:1","trace",12337
217,400,1,1,4,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | ICOPY_REG_REG(r1,r2)","r1=R29;c1=int:0;c2=label@12764;r2=R28","trace",12749
218,400,1,1,11,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7) | NULLN_REG_REG_REG(r8,r9,r10)","r1=R22;r2=R24;r3=R20;c1=label@12767;r4=R21;r5=R19;r6=R17;r7=R14;r8=R13;r9=R3;r10=R0","trace",12581
219,400,1,1,8,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r4,r5,r2) | INE_REG_REG_INT(r6,r4,c2)","r1=R15;r2=R10;r3=R6;c1=label@12157;r4=R4;r5=R5;r6=R14;c2=int:63","trace",12131
220,400,1,1,6,candidate,"INE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c3) | BR_ID(c4)","r1=R34;c1=int:0;c2=label@13912;r2=R9;c3=string@1506424;c4=label@14056","trace",13900
221,400,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_REG(r2,r1,r3) | BRF_ID_REG(c2,r2) | STRCHAR_REG_REG_REG(r4,r5,r1)","r1=R10;c1=int:0;r2=R15;r3=R6;c2=label@12157;r4=R4;r5=R5","trace",12128
222,400,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c2) | STRLEN_REG_REG(r4,r2)","r1=R24;c1=int:1;r2=R21;r3=R15;r4=R22;c2=int:0","trace",12564
223,400,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r1,c2) | ILT_REG_REG_INT(r2,r1,c1) | BRF_ID_REG(c3,r2)","r1=R8;c1=int:1;c2=int:0;r2=R4;c3=label@48","pos",32
224,400,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | STRLEN_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r1) | BR_ID(c2)","r1=R22;c1=int:0;r2=R21;r3=R20;c2=label@12581","trace",12570
225,400,1,1,11,candidate,"LOAD_REG_STRING(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | SETTP_REG_INT(r1,c3) | SETTPCALL_REG_FUNC_REG_REG_INT(r5,c4,r2,r6,c5)","r1=R27;c1=string@1507872;r2=R25;c2=int:3;r3=R31;c3=int:768;r4=R26;r5=R29;c4=func@1272248;r6=R28;c5=int:0","trace",12728
226,400,1,1,9,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3) | ILT_REG_REG_INT(r4,r5,c4)","r1=R18;c1=string@314664;r2=R16;c2=int:0;r3=R12;c3=string@28856;r4=R29;r5=R24;c4=int:1","trace",12600
227,400,1,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | SCOPY_REG_REG(r8,r9) | LOAD_REG_STRING(r10,c1)","r1=R21;r2=R19;r3=R17;r4=R14;r5=R13;r6=R3;r7=R0;r8=R2;r9=R15;r10=R18;c1=string@314664","trace",12588
228,400,1,1,9,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULL_REG(r5) | IEQ_REG_REG_INT(r6,r7,c1) | BRF_ID_REG(c2,r6)","r1=R4;r2=R6;r3=R7;r4=R8;r5=R11;r6=R3;r7=R44;c1=int:1;c2=label@12101","trace",12078
229,400,1,1,9,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULL_REG(r5) | IEQ_REG_REG_INT(r6,r7,c2)","c1=int:18;c2=int:1;r1=R4;r2=R6;r3=R7;r4=R8;r5=R11;r6=R3;r7=R44","trace",12074
230,400,1,1,9,candidate,"REQ_REG_REG_STRING(r1,r1,c1) | BRT_ID_REG(c2,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | SCOPY_REG_REG(r6,r7)","r1=R21;c1=string@1507832;c2=label@12456;r2=R19;r3=R17;r4=R14;r5=R3;r6=R12;r7=R15","trace",12333
231,400,1,1,5,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | STRLEN_REG_REG(r3,r1) | ICOPY_REG_REG(r4,r3)","r1=R21;r2=R15;r3=R22;c1=int:0;r4=R20","trace",12567
232,400,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_STRING(r5,c3)","r1=R2;r2=R15;r3=R18;c1=string@314664;r4=R16;c2=int:0;r5=R12;c3=string@28856","trace",12597
233,400,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | RET_REG(r4)","r1=R42;r2=R48;r3=R43;r4=R9;r5=R44;c1=int:1","trace",14056
234,400,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1) | ILT_REG_REG_REG(r5,r4,r3)","r1=R5;r2=R11;r3=R6;r4=R10;c1=int:0;r5=R15","trace",12122
235,400,1,1,6,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | SEQ_REG_REG_STRING(r1,r3,c1) | BRF_ID_REG(c3,r1)","r1=R4;r2=R2;c1=string@28856;c2=label@59;r3=R1;c3=label@64","pos",48
236,400,1,1,8,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_INT_REG(r5,c1,r4) | BLE_ID_REG_INT(c2,r5,c3)","r1=R2;r2=R3;r3=R12;r4=R19;r5=R13;c1=int:1;c2=label@12723;c3=int:0","trace",12700
237,400,1,1,6,candidate,"STRLEN_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | ILT_REG_REG_REG(r4,r3,r1) | BRF_ID_REG(c2,r4)","r1=R6;r2=R5;r3=R10;c1=int:0;r4=R15;c2=label@12157","trace",12125
238,400,1,1,5,candidate,"STRUPPER_REG_REG(r1,r2) | SCOPY_REG_REG(r2,r1) | STRLEN_REG_REG(r3,r2) | LOAD_REG_INT(r4,c1)","r1=R11;r2=R5;r3=R6;r4=R10;c1=int:0","trace",12119
239,400,1,1,7,candidate,"SWAP_REG_REG(r1,r2) | BRTPANDT_ID_REG_INT(c1,r3,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r3,c4)","r1=R1;r2=R7;c1=label@38;r3=R8;c2=int:256;c3=int:1;c4=int:0","pos",25
240,400,1,1,6,candidate,"SWAP_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r3,c1) | BRF_ID_REG(c2,r3) | LOAD_REG_INT(r4,c1)","r1=R31;r2=R26;r3=R29;c1=int:0;c2=label@12764;r4=R28","trace",12746
241,400,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | STRUPPER_REG_REG(r3,r4) | SCOPY_REG_REG(r4,r3) | STRLEN_REG_REG(r5,r4)","r1=R48;r2=R13;r3=R11;r4=R5;r5=R6","trace",12116
242,399,1,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | REQ_REG_REG_REG(r3,r4,r5) | BRF_ID_REG(c2,r3)","r1=R3;r2=R44;c1=int:1;c2=label@12101;r3=R2;r4=R48;r5=R42","trace",12085
243,399,1,1,8,candidate,"NULL_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | REQ_REG_REG_REG(r4,r5,r6)","r1=R11;r2=R3;r3=R44;c1=int:1;c2=label@12101;r4=R2;r5=R48;r6=R42","trace",12083
244,203,4,1,6,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2) | LOAD_REG_STRING(r2,c3)","r1=R5;r2=R4;c1=int:-1;r3=R25;c2=int:11;c3=string@28856","trace",9208
245,202,3,1,5,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2) | LOAD_REG_INT(r2,c1)","r1=R5;r2=R4;c1=int:0;r3=R25;c2=int:8","trace",9227
246,201,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_STRING(r3,c2)","r1=R5;r2=R25;c1=int:10;r3=R4;c2=string@28856","trace",9189
247,201,2,1,5,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=string@28856;r3=R25;c2=int:13","trace",9193
248,201,2,1,5,candidate,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2) | SCOPY_REG_REG(r1,r2)","r1=R5;r2=R4;c1=string@28856;r3=R25;c2=int:13","trace",9196
249,200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | BPOFF() | RET()","c1=label@9267;r1=R5;r2=R24;c2=int:0","trace",9259
250,200,1,1,5,candidate,"FADD_REG_REG_REG(r1,r2,r1) | BPOFF() | LOAD_REG_INT(r2,c1) | CALL_REG_FUNC_REG(r3,c2,r2)","r1=R14;r2=R94;c1=int:0;r3=R93;c2=func@70272","benchmark_rexxcps_levelb_noopt",1368
251,200,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | BCF_ID_REG(c1,r1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R26;r2=R12;c1=label@1351;r3=R38;c2=string@29640;r4=R37;c3=string@384","benchmark_rexxcps_levelb_noopt",520
252,200,1,1,11,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2) | SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG(r5,c3,r4,r6,c4,r7)","r1=R28;r2=R30;r3=R3;c1=label@1394;r4=R35;c2=int:1;r5=R27;c3=func@25576;r6=R23;c4=int:256;r7=R36","benchmark_rexxcps_levelb_noopt",432
253,200,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | REQ_REG_REG_STRING(r1,r4,c2)","r1=R5;r2=R25;c1=int:15;r3=R4;r4=R2;c2=string@1506424","trace",9246
254,200,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | LOAD_REG_INT(r2,c2)","r1=R27;c1=string@28856;r2=R4;c2=int:0;r3=R25;c3=int:12","trace",9169
255,200,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c3) | LOAD_REG_STRING(r1,c4) | LOAD_REG_STRING(r2,c4) | RET()","c1=int:18;c2=int:1;c3=int:2;r1=R0;c4=string@464;r2=R2","benchmark_rexxcps_levelb_noopt",3072
256,200,1,1,5,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | BPOFF() | BR_ID(c3)","r1=R35;r2=R34;c1=string@27168;c2=label@481;c3=label@508","benchmark_rexxcps_levelb_noopt",471
257,200,1,1,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | BPOFF()","r1=R5;r2=R2;c1=string@1506424;c2=label@9267;r3=R24;c3=int:0","trace",9255
258,200,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOF_REG(r1) | FADD_REG_REG_REG(r3,r1,r3) | BPOFF()","r1=R94;r2=R92;r3=R14","benchmark_rexxcps_levelb_noopt",1363
259,200,1,1,5,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | REQ_REG_REG_STRING(r1,r3,c1) | BRF_ID_REG(c2,r1)","r1=R5;r2=R4;r3=R2;c1=string@1506424;c2=label@9267","trace",9250
260,200,1,1,3,candidate,"STOF_REG(r1) | FADD_REG_REG_REG(r2,r1,r2) | BPOFF() | LOAD_REG_INT(r1,c1)","r1=R94;r2=R14;c1=int:0","benchmark_rexxcps_levelb_noopt",1366
261,200,1,1,6,candidate,"UNLINK_REG(r1) | REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R5;r2=R2;c1=string@1506424;c2=label@9267;r3=R24;c3=int:0","trace",9253
262,120,1,1,8,candidate,"BRT_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r4,c2) | REQ_REG_REG_REG(r5,r2,r6) | UNLINK_REG(r2)","c1=label@4817;r1=R19;r2=R18;r3=R21;r4=R20;c2=int:0;r5=R17;r6=R23","trace",4789
263,120,1,1,9,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_REG_INT(r4,r5,r2,c2) | REQ_REG_REG_REG(r6,r4,r7)","r1=R19;r2=R20;r3=R24;c1=label@4817;r4=R18;r5=R21;c2=int:0;r6=R17;r7=R23","trace",4785
264,120,1,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | REQ_REG_REG_REG(r4,r1,r5) | UNLINK_REG(r1) | BRF_ID_REG(c2,r4)","r1=R18;r2=R21;r3=R20;c1=int:0;r4=R17;r5=R23;c2=label@4814","trace",4792
265,100,1,1,9,candidate,"BRT_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | SETTPCALL_REG_FUNC_REG_REG_INT(r4,c4,r3,r2,c5)","c1=label@406;r1=R32;r2=R31;c2=string@21736;r3=R30;c3=int:1;r4=R29;c4=func@21856;c5=int:768","benchmark_rexxcps_levelb_noopt",358
266,100,1,1,8,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R32;r2=R33;r3=R3;c1=label@406;r4=R31;c2=string@21736;r5=R30;c3=int:1","benchmark_rexxcps_levelb_noopt",354
267,100,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | STOF_REG(r1) | FADD_REG_REG_REG(r3,r1,r3) | INC_REG(r4)","r1=R31;r2=R28;r3=R13;r4=R33","benchmark_rexxcps_levelb_noopt",393
268,100,1,1,4,candidate,"STOF_REG(r1) | FADD_REG_REG_REG(r2,r1,r2) | INC_REG(r3) | BR_ID(c1)","r1=R31;r2=R13;r3=R33;c1=label@354","benchmark_rexxcps_levelb_noopt",396
269,16,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r2) | SCOPY_REG_REG(r3,r4)","r1=R36;c1=int:18;c2=int:1;r2=R0;r3=R6;r4=R37","trace",4220
270,16,1,1,7,candidate,"BRF_ID_REG(c1,r1) | ISUB_REG_REG_REG(r2,r3,r4) | SETSTRPOS_REG_REG(r5,r2) | SUBSTRING_REG_REG_REG(r6,r5,r4)","c1=label@4576;r1=R11;r2=R15;r3=R13;r4=R12;r5=R14;r6=R16","trace",4557
271,16,1,1,8,candidate,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1)","r1=R21;r2=R0;r3=R24;r4=R1;r5=R23;r6=R3;r7=R20;c1=int:1","trace",4773
272,16,1,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | COPY_REG_REG(r4,r3) | UNLINK_REG(r3)","r1=R25;r2=R36;r3=R20;c1=int:17;r4=R0","trace",4754
273,16,1,1,5,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IGETUNLINK_REG_REG(r4,r2)","r1=R0;r2=R20;r3=R36;c1=int:16;r4=R1","trace",4761
274,16,1,1,6,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LINKATTR1_REG_REG_INT(r1,r3,c3)","r1=R21;r2=R23;c1=int:1;r3=R36;c2=int:16;c3=int:17","trace",4839
275,16,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | IGT_REG_REG_REG(r6,r5,r1)","r1=R24;r2=R1;r3=R23;r4=R3;r5=R20;c1=int:1;r6=R19","trace",4776
