rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,9935000,29,1,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R38;r2=R10;c1=int:0;c2=label@1155","rxjson",1143
2,8335000,31,1,4,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R37;r2=R8;r3=R2;c1=label@1131","rxjson",1068
3,6870000,16,1,5,candidate,"BGETU8_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1)","r1=R24;r2=R41;r3=R29;r4=R9;c1=int:32","rxjson",1209
4,6315000,15,1,5,candidate,"BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r2,r3,r4)","c1=label@1265;r1=R10;r2=R24;r3=R41;r4=R29","rxjson",1206
5,4460000,24,1,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1)","r1=R9;r2=R24;c1=int:32;c2=label@1224","rxjson",1213
6,4250000,22,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRTF_ID_ID_REG(c2,c3,r1)","r1=R8;r2=R24;c1=int:10;c2=label@1249;c3=label@1241","rxjson",1227
7,3610000,5,1,3,candidate,"IADD_REG_REG_INT(r1,r1,c1) | BR_ID(c2)","r1=R5;c1=int:1;c2=label@8542","rxjson",8708
8,3500001,10,2,4,candidate,"ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R5;r2=R1;c1=int:1;c2=label@58","benchmark_json_parser_opt",39
9,2230000,12,1,4,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2)","c1=label@1224;r1=R9;r2=R24;c2=int:9","rxjson",1217
10,2125000,11,1,5,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2)","c1=label@1235;r1=R9;r2=R8;r3=R24;c2=int:10","rxjson",1224
11,2090000,12,1,5,candidate,"COPY_REG_REG(r1,r2) | ILT_REG_REG_REG(r3,r4,r5)","r1=R39;r2=R1;r3=R37;r4=R8;r5=R2","rxjson",1065
12,1835000,17,1,3,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R38;c1=int:0;c2=label@1065","rxjson",1053
13,1430000,9,1,16,candidate,"SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6,r7,r8) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r9,r10,r11,r12,r13,r14,r15,r16)","r1=R1;r2=R25;r3=R2;r4=R26;r5=R8;r6=R27;r7=R5;r8=R29;r9=R3;r10=R30;r11=R0;r12=R31;r13=R4;r14=R32;r15=R6;r16=R33","rxjson",1026
14,1315000,10,1,4,candidate,"BGETU8_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r1,r1,c1)","r1=R24;r2=R34;r3=R29;c1=int:93","rxjson",1275
15,1315000,10,1,4,candidate,"BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r1,r2,r3)","c1=label@1283;r1=R24;r2=R34;r3=R29","rxjson",1272
16,1290000,12,1,4,candidate,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R25;r2=R14;r3=R23;c1=label@7809","rxjson",7794
17,1220000,10,1,4,candidate,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2)","c1=label@1559;r1=R56;r2=R29;c2=int:1","rxjson",1480
18,1125000,7,1,4,candidate,"IADD_REG_REG_INT(r1,r1,c1) | COPY_REG_REG(r2,r3)","r1=R37;c1=int:1;r2=R57;r3=R34","rxjson",1395
19,860000,8,1,4,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2)","c1=label@1559;r1=R24;r2=R47;c2=int:-1","rxjson",1310
