sample_id,stream,line_number,text
timing-PERF2-04-WORD-RexxCPS-word-current-rxvm-warmup-1,stdout,1,----- REXXCPS 2.2d -- Measuring cREXX clauses/second -----
timing-PERF2-04-WORD-RexxCPS-word-current-rxvm-warmup-1,stdout,2, cREXX version is: macOS 64 crexx-1.0.0-beta.3+local.g6567f0ba23f2 20260725
timing-PERF2-04-WORD-RexxCPS-word-current-rxvm-warmup-1,stdout,3,       System is: macOS
timing-PERF2-04-WORD-RexxCPS-word-current-rxvm-warmup-1,stdout,4,REXXCPS-PROVENANCE contract=canonical-default argv_count=0 initial_count=100 averaging=100
timing-PERF2-04-WORD-RexxCPS-word-current-rxvm-warmup-1,stdout,5,        Averaged: 300 x 100 iterations of 1000 clauses (over 1.1 s)
timing-PERF2-04-WORD-RexxCPS-word-current-rxvm-warmup-1,stdout,6,REXXCPS-EFFECTIVE contract=canonical-default initial_count=100 effective_count=300 averaging=100 calibrated=1
timing-PERF2-04-WORD-RexxCPS-word-current-rxvm-warmup-1,stdout,7,
timing-PERF2-04-WORD-RexxCPS-word-current-rxvm-warmup-1,stdout,8,     Performance: 28496145 cREXX clauses per second
timing-PERF2-04-WORD-RexxCPS-word-current-rxvm-warmup-1,stdout,9,
timing-PERF2-04-WORD-RexxCPS-word-current-rxvm-warmup-1,stdout,10,PASS: RexxCPS 2.2d cREXX port
timing-PERF2-04-WORD-RexxCPS-word-current-rxbvm-warmup-1,stdout,1,----- REXXCPS 2.2d -- Measuring cREXX clauses/second -----
timing-PERF2-04-WORD-RexxCPS-word-current-rxbvm-warmup-1,stdout,2, cREXX version is: macOS 64 crexx-1.0.0-beta.3+local.g6567f0ba23f2 20260725
timing-PERF2-04-WORD-RexxCPS-word-current-rxbvm-warmup-1,stdout,3,       System is: macOS
timing-PERF2-04-WORD-RexxCPS-word-current-rxbvm-warmup-1,stdout,4,REXXCPS-PROVENANCE contract=canonical-default argv_count=0 initial_count=100 averaging=100
timing-PERF2-04-WORD-RexxCPS-word-current-rxbvm-warmup-1,stdout,5,        Averaged: 300 x 100 iterations of 1000 clauses (over 1.1 s)
timing-PERF2-04-WORD-RexxCPS-word-current-rxbvm-warmup-1,stdout,6,REXXCPS-EFFECTIVE contract=canonical-default initial_count=100 effective_count=300 averaging=100 calibrated=1
timing-PERF2-04-WORD-RexxCPS-word-current-rxbvm-warmup-1,stdout,7,
timing-PERF2-04-WORD-RexxCPS-word-current-rxbvm-warmup-1,stdout,8,     Performance: 27099292 cREXX clauses per second
timing-PERF2-04-WORD-RexxCPS-word-current-rxbvm-warmup-1,stdout,9,
timing-PERF2-04-WORD-RexxCPS-word-current-rxbvm-warmup-1,stdout,10,PASS: RexxCPS 2.2d cREXX port
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,1,----- REXXCPS 2.2d -- Measuring cREXX clauses/second -----
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,2, cREXX version is: macOS 64 crexx-1.0.0-beta.3+local.g6567f0ba23f2 20260725
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,3,       System is: macOS
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,4,REXXCPS-PROVENANCE contract=canonical-default argv_count=0 initial_count=100 averaging=100
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,5,PERF2-04-WORD-GUARD PASS
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,6,        Averaged: 400 x 100 iterations of 1000 clauses (over 1.3 s)
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,7,REXXCPS-EFFECTIVE contract=canonical-default initial_count=100 effective_count=400 averaging=100 calibrated=1
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,8,
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,9,     Performance: 29706735 cREXX clauses per second
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,10,
timing-PERF2-04-WORD-RexxCPS-word-direct-rxvm-warmup-1,stdout,11,PASS: RexxCPS 2.2d cREXX port
